3	1	2	1	2	1964.2613	962.66258	1612.2502	0	0	0	0	0	0
3	1	2	1	2	1964.598	953.80435	1530.0197	0	0	0	0	0	0
3	1	2	1	2	1969.2176	951.46361	1756.4968	0	0	0	0	0	0
3	1	2	1	2	1974.7891	948.16999	1871.7537	0	0	0	0	0	0
3	1	2	1	2	1982.018	921.5385	1407.9335	0	0	0	0	0	0
3	1	2	1	2	2003.0134	890.71156	1292.1185	0	0	0	0	0	0
3	1	2	1	2	2078.457	828.14355	1699.265	0	0	0	0	0	0
3	1	2	1	2	2080.6659	828.16266	1886.186	0	0	0	0	0	0
3	1	2	1	2	2080.882	828.16455	1804.876	0	0	0	0	0	0
3	1	2	1	2	2089.2025	828.23655	1570.377	0	0	0	0	0	0
3	1	2	1	2	2091.967	830.68086	1939.5737	0	0	0	0	0	0
3	1	2	1	2	2122.774	828.52699	1517.4828	0	0	0	0	0	0
3	1	2	1	2	2139.9243	831.13261	1941.0787	0	0	0	0	0	0
3	1	2	1	2	2185.595	828.11522	2135.0826	0	0	0	0	0	0
3	1	2	1	2	2241.6766	831.96107	2127.1137	0	0	0	0	0	0
3	1	2	1	2	2272.1356	818.62436	2191.527	0	0	0	0	0	0
