,KCC_ID,MAE,MSE,RMSE,R2
0,KCC_1,7.055823161514614,54.63881212629317,7.391807094770072,-424.00902079546273
1,KCC_2,2.9721492279439965,11.045919506504694,3.3235402068434037,-1285.612629671173
2,KCC_3,11.494599457902344,140.31375593102993,11.845410754002156,-577.6032474914205
3,KCC_4,10.152025955155922,107.20338148701838,10.35390658094897,-918.9089696244225
4,KCC_5,6.627780356589237,65.04744653072505,8.065199720448655,-29555.133826817837
